LTE.ID,Site.ID,Code,Year.start,Year.end,Number of sites,Notes,Treatments,Version,DOI,Available in Saito,Latitude,Longitude
LTE0125,"IAE, Harare",HK0294,NA,NA,NA,"same article but different LTEs HK0295, IAE and DTC same treatments","tillage systems, conventional tillage (CT), clean reaping (CR) and mulch reaping (MR), were established in  a randomised block design experiment that was replicated 3  times.",2018,10.4314/wsa.v38i2.8,NA,-17.7031,31.1078
LTE0110,"IAR Farm, Ahmadu Bello University, Samaru",LM0051,1949,1995,4,LM 00051 4 different long term experiment can be divided in 4 ids ? LM0051 is until 1969 but same treatments. HK0050 is about experiment on org and inorg fertilizers only,"mulch experiment, inorg fert experiment, rotation experiment and gamba fallow experiment",2018,10.1017/S0021859600064558,NA,11.1591,7.6381
LTE0110,"IAR Farm, Ahmadu Bello University, Samaru",HK0050,1949,1995,1,DNPK experiment that is also in LM0051,"mulch experiment, inorg fert experiment, rotation experiment and gamba fallow experiment",2018,10.1016/s0167-8809(96)01123-1,NA,11.1591,7.6381
LTE0111,"IAR Farm, Ahmadu Bello University, Samaru",NN0132,1978,1983,1,NA,three tillage treatments,2018,10.1016/0167-1987(86)90460-5,NA,11.1591,7.6381
LTE0112,"IAR Farm, Ahmadu Bello University, Samaru",LM0097,1973,1979,1,NA,nine cropping sequences,2018,10.2134/agronj1981.00021962007300020026x,NA,11.1591,7.6381
LTE0164,"IAR Farm, Ahmadu Bello University, Samaru",LM0051,1949,1995,4,LM 00051 4 different long term experiment can be divided in 4 ids ? LM0051 is until 1969 but same treatments. HK0050 is about experiment on org and inorg fertilizers only,"mulch experiment, inorg fert experiment, rotation experiment and gamba fallow experiment",2018,10.1017/S0021859600064558,NA,11.1591,7.6381
LTE0165,"IAR Farm, Ahmadu Bello University, Samaru",LM0051,1949,1995,4,LM 00051 4 different long term experiment can be divided in 4 ids ? LM0051 is until 1969 but same treatments. HK0050 is about experiment on org and inorg fertilizers only,"mulch experiment, inorg fert experiment, rotation experiment and gamba fallow experiment",2018,10.1017/S0021859600064558,NA,11.1591,7.6381
LTE0166,"IAR Farm, Ahmadu Bello University, Samaru",LM0051,1949,1995,4,LM 00051 4 different long term experiment can be divided in 4 ids ? LM0051 is until 1969 but same treatments. HK0050 is about experiment on org and inorg fertilizers only,"mulch experiment, inorg fert experiment, rotation experiment and gamba fallow experiment",2018,10.1017/S0021859600064558,NA,11.1591,7.6381
LTE0043,"IAR/Amadu Bello University, Shika Farm",HK0161.1,1998,2004,2,NA,NA,2018,10.1007/s10705-008-9174-2,NA,11.118,7.617
LTE0259,"IAR/Amadu Bello University, Shika Farm",HK0161.2,1998,2004,2,NA,NA,2018,10.1007/s10705-008-9174-2,NA,11.118,7.617
LTE0113,"ICIPE, Mbita Point",NN0347,2004,2010,1,NA,"The treatments were: (1) maize intercropped with D. uncinatum with or without 120 kg N/ha, (2) a maize monocrop with or without 120 kg N/ha, and (3) a maize monocrop with a mulch made from maize straw with or without 120 kg N/ha.",2018,10.1016/j.cropro.2012.10.018,NA,-0.431,34.208
LTE0114,"ICIPE, Mbita Point",DK0117,2005,2012,1,NA,"Monocropping, food legume intercrop, desmodium intercrop",2020,10.1016/j.fcr.2013.09.012,NA,-0.431,34.208
LTE0011,"ICRISAT Sahelian Centre, Sadore",NN0026,1988,1992,3,NA,The main plot treatment factor was rotation and fertilizer level was the split-plot,2018,10.1017/s0021859699007650,NA,13.2343,2.284
LTE0115,"ICRISAT Sahelian Centre, Sadore",JS0389,1986,1991,1,NA,"different levels of manure and/or P from PR, PAPR or SSP sources",2018,10.1016/0378-4290(94)90060-4,NA,13.2343,2.284
LTE0116,"ICRISAT Sahelian Centre, Sadore",NN0069,1986,1996,1,NA,"13 treatments (Table 2), replicated four times, involving various combinations of hand cultivation (HC), ridging with animal traction and planting on ridges (AT), limited P fertilizer application and rotation with sole cowpea (C)",2018,10.1017/s0014479700002106,NA,13.2343,2.284
LTE0117,"ICRISAT Sahelian Centre, Sadore",JS0307,1994,2015,1,NA,"varying rates of mineral fertilizer, crop residue, and farmyard manure",2018,10.1007/s10705-016-9786-x,NA,13.2343,2.284
LTE0118,"ICRISAT Sahelian Centre, Sadore",NN0067,1984,1996,1,NA,"crop residues, crop residues + fertilizers,  control, fertilizer",2018,10.1016/s0378-4290(02)00008-4,NA,13.2343,2.284
LTE0118,"ICRISAT Sahelian Centre, Sadore",NN0070,1983,2007,1,NA,"crop residues, crop residues + fertilizers,  control, fertilizer",2018,10.1007/s10705-010-9402-4,NA,13.2343,2.284
LTE0171,"ICRISAT Sahelian Centre, Sadore",NN0023,1984,1989,1,NA,"different levels of manure and/or P from PR, PAPR or SSP sources",2018,10.1007/bf01050874,NA,13.2343,2.284
LTE0172,"ICRISAT Sahelian Centre, Sadore",NN0041,1990,1996,1,NA,"different levels of manure and/or P from PR, PAPR or SSP sources",2018,10.1023/a:,NA,NA,NA
LTE0173,"ICRISAT Sahelian Centre, Sadore",NN0040,1988,1996,1,NA,"effects of crop residue, manure, fertilizer, and soil tillage",2018,10.2136/sssaj1992.03615995005600010027x,YES,13.2343,2.284
LTE0245,"ICRISAT Sahelian Centre, Sadore",NN0049,1988,1996,1,NA,"effects of crop residue, manure, fertilizer, and soil tillage",2018,10.1017/s0014479705002899,NA,13.2343,2.284
LTE0116,"ICRISAT Sahelian Centre, Sadore",NN0070.1,1983,2007,1,NA,"crop residues, crop residues + fertilizers,  control, fertilizer",2018,10.1007/s10705-010-9402-4,NA,13.2343,2.284
LTE0119,"ICRISAT, Niamey",JS0334.1,1993,2006,1,NA,"f fertilizer, crop residue, cattle manure, and combinations of these",2018,10.2134/agronj2015.0375,NA,13.235,2.283
LTE0119,"ICRISAT, Niamey",JS0334.2,1993,2006,1,NA,"f fertilizer, crop residue, cattle manure, and combinations of these",2018,10.1016/j.agee.2017.03.004,NA,13.235,2.283
LTE0120,IITA Conotou,JS0006.1,1986,1992,1,NA,"in a maize and cassava crop rotation vs. intercropping system, with alleys ofLeucaena leucocephala (Lain.) de Wit and Caj anus caj an (L.) Millsp. vs. a no-tree control,with and without NPK fertiliser.",2018,10.1007/bf00129628,NA,6.4193,2.3295
LTE0120,IITA Conotou,JS0006.2,1986,1992,1,NA,"in a maize and cassava crop rotation vs. intercropping system, with alleys ofLeucaena leucocephala (Lain.) de Wit and Caj anus caj an (L.) Millsp. vs. a no-tree control,with and without NPK fertiliser.",2018,10.1023/a:,NA,NA,NA
LTE0019,"IITA, Ibadan",LM0061,1976,1984,1,NA,Four treatments consisting of combinations of nitrogen rates and leucaena pruining,2018,10.1007/bf02139631,NA,7.498,3.903
LTE0043,"IITA, Ibadan",HK0161.1,1998,2004,2,NA,Four treatments consisting of combinations of nitrogen rates and leucaena pruining,2018,10.1007/s10705-008-9174-2,NA,7.498,3.903
LTE0121,"IITA, Ibadan",LM0081,1971,1977,1,NA,"four rates of N (0, 40, 80 and 120 kg/ha) and three rates of P (0, 13 and 26 kg]ha) on chemical characteristics of soils and e a r t h w o r m casts for no-tillage and conventionally disc plowed",2018,10.1016/0167-1987(82)90031-9,NA,7.498,3.903
LTE0122,"IITA, Ibadan",JS0433,1981,1993,1,NA,Two nitrogen ?xing hedgerow species (Gliricidia sepium and Leucaena leucocephala) and two non legume hedgerow species (Alchornea cordifolia and Dactyladenia barteri) were used in the trial compared to a control (with no hedgerow) treatment.,2018,10.1023/a:,NA,NA,NA
LTE0123,"IITA, Ibadan",LM0321,1986,2002,1,NA,"The systems included two alley cropping systems with Leucaena leucocephala and Senna siamea on the one hand and a control (no-trees) system on the other hand, all cropped annually with a maizecowpea rotation. All systems had a plus and minus fetilizer treatment.",2018,10.1007/s11104-005-0194-2,NA,7.498,3.903
LTE0123,"IITA, Ibadan",HK0157,1986,2002,1,NA,"The systems included two alley cropping systems with Leucaena leucocephala and Senna siamea on the one hand and a control (no-trees) system on the other hand, all cropped annually with a maizecowpea rotation. All systems had a plus and minus fetilizer treatment.",2018,10.1016/j.soilbio.2004.04.031,NA,7.498,3.903
LTE0124,"IITA, Ibadan",HK0111,1993,1997,1,NA,"Using a randomized complete block design with 4 replications and 15 fallow species (treatments),",2018,10.1300/J064v22n02_02,NA,7.498,3.903
LTE0126,"IITA, Ibadan",HK0166,1982,1987,1,NA,different types of N fertilizer in two cropping systems under no-till,2018,10.1007/bf00010278,NA,7.498,3.903
LTE0127,"IITA, Ibadan",LM0074,1978,1983,1,NA,2 tillage systems and 4 nitrogen levels,2018,10.1016/0167-1987(86)90333-8,NA,7.498,3.903
LTE0252,"IITA, Ibadan",LM0075.3,1979,1987,1,NA,"(1) notill f crop residuemulch,(2)  notill f chiselling  in the row zone at 50 cm depth,(3) mouldboardp loughingk harrowing,( 4)  disc ploughingf rotovation, (5) notill - residuemulch, (6) mouldboardp loughingat the end of rains or summerploughing, (7) mouldboardploughingf residuemulch, and (8) mouldboard ploughing and harrowingk ridging or ridge till.",2018,10.1300/J064v05n04_07,NA,7.498,3.903
LTE0252,"IITA, Ibadan",LM0108,1979,1987,1,NA,"(1) notill f crop residuemulch,(2)  notill f chiselling  in the row zone at 50 cm depth,(3) mouldboardp loughingk harrowing,( 4)  disc ploughingf rotovation, (5) notill - residuemulch, (6) mouldboardp loughingat the end of rains or summerploughing, (7) mouldboardploughingf residuemulch, and (8) mouldboard ploughing and harrowingk ridging or ridge till.",2018,10.1002/(sici)1099-145x(199805/06)9:,NA,NA,NA
LTE0128,"IITA, Ibadan",LM0078.1,1979,1987,1,NA,"(1) notill f crop residuemulch,(2)  notill f chiselling  in the row zone at 50 cm depth,(3) mouldboardp loughingk harrowing,( 4)  disc ploughingf rotovation, (5) notill - residuemulch, (6) mouldboardp loughingat the end of rains or summerploughing, (7) mouldboardploughingf residuemulch, and (8) mouldboard ploughing and harrowingk ridging or ridge till.",2018,10.1016/s0167-1987(97)00006-8,NA,7.498,3.903
LTE0128,"IITA, Ibadan",LM0078.2,1979,1987,1,NA,"(1) notill f crop residuemulch,(2)  notill f chiselling  in the row zone at 50 cm depth,(3) mouldboardp loughingk harrowing,( 4)  disc ploughingf rotovation, (5) notill - residuemulch, (6) mouldboardp loughingat the end of rains or summerploughing, (7) mouldboardploughingf residuemulch, and (8) mouldboard ploughing and harrowingk ridging or ridge till.",2018,10.1016/s0167-1987(97)00007-x,NA,7.498,3.903
LTE0129,"IITA, Ibadan",LM0075.1,1982,1987,1,NA,"agroforestry treatments involving two perennial shrubs (Leucaena leucocephala and Gliricidia sepium), each at 2-m and 4-m row spacings, were compared with no-till and plow-till systems of seedbed preparation",2018,10.1007/bf00159066,NA,7.498,3.903
LTE0129,"IITA, Ibadan",LM0075.2,1982,1987,1,NA,"agroforestry treatments involving two perennial shrubs (Leucaena leucocephala and Gliricidia sepium), each at 2-m and 4-m row spacings, were compared with no-till and plow-till systems of seedbed preparation",2018,10.1007/bf00123116,NA,7.498,3.903
LTE0246,"IITA, Ibadan",NN0125,1979,1987,1,NA,"(1) notill f crop residuemulch,(2)  notill f chiselling  in the row zone at 50 cm depth,(3) mouldboardp loughingk harrowing,( 4)  disc ploughingf rotovation, (5) notill - residuemulch, (6) mouldboardp loughingat the end of rains or summerploughing, (7) mouldboardploughingf residuemulch, and (8) mouldboard ploughing and harrowingk ridging or ridge till.",2018,10.1111/j.1475-2743.1994.tb00453.x,NA,7.498,3.903
LTE0043,"IITA, Ibadan",HK0161.2,1998,2004,2,NA,Four treatments consisting of combinations of nitrogen rates and leucaena pruining,2018,10.1007/s10705-008-9174-2,NA,7.498,3.903
LTE0044,"IITA, Mbalmayo",LM0006,1990,1995,1,NA,NA,2018,10.1023/a:,NA,NA,NA
LTE0045,"IITA, Onne",NN0128.2,1983,1988,1,NA,NA,2018,10.1017/s001447970001824x,NA,4.719,7.178
LTE0046,"IITA, Sendusu (NaCRRI, Namulonge)",NN0278,1993,1997,1,NA,NA,2018,0,NA,0.5312,32.6118
LTE0047,"IITA, Sendusu NaCRRI, Namulonge",DK0143,2002,2007,1,NA,NA,2020,10.1016/j.fcr.2013.11.014,NA,0.5312,32.6118
LTE0014,Ikilki DATIC,DK0131,2008,2014,2,NA,NA,2020,10.2134/agronj2015.0608,NA,1.0969,34
LTE0130,"INERA, Saria",JS0041,1982,1992,1,NA,"The treatments were  hand hoeing (as practiced by peasant farmers ) (H), ploughing (P) and tied ridging (TR).",2018,10.1016/0167-1987(94)90014-0,NA,12.2778,-2.1551
LTE0131,"INERA, Saria",JS0054,1980,2006,1,NA,"two types of treatments (1) organic amendment and (2) mineral fertilization, in all combinations. There were three levels of organic amendment: unamended control (C), buried S. bicolor straw (S, 8.3 t ha?1 year?1",NA,NA,NA,NA,NA
LTE0131,"INERA, Saria",JS0039,1980,2006,1,NA,"two types of treatments (1) organic amendment and (2) mineral fertilization, in all combinations. There were three levels of organic amendment: unamended control (C), buried S. bicolor straw (S, 8.3 t ha?1 year?1",NA,NA,NA,NA,NA
LTE0132,"INERA, Saria",AN0080,1980,2012,1,NA,"four treatments of organic amendments which were: Control (no organic amendment), Sorghum straw, Manure, and Compost, each in combination with one treatment of mineral fertilisation",2020,10.1080/09064710.2017.1414871,NA,12.2778,-2.1551
LTE0133,"INERA, Saria",JS0040.1,1990,2000,1,NA,long-term effects of tillage (hand hoeing or oxen ploughing) with or without 10 t ha 21 yr21 of manure and fallowing,2018,10.1079/sum2005287,NA,12.2778,-2.1551
LTE0133,"INERA, Saria",JS0040.2,1990,2000,1,NA,long-term effects of tillage (hand hoeing or oxen ploughing) with or without 10 t ha 21 yr21 of manure and fallowing,2018,10.1016/j.still.2004.03.002,NA,12.2778,-2.1551
LTE0134,"INERA,Farako-Ba",JS0035,1983,2003,1,NA,five fertilizer treatments and six repetitions. One control treatment (no fertilizer) and two levels (low and high dose) of chemical fertilizers were applied alone or combined with cattle manure.,2018,10.1016/j.still.2006.03.020,NA,11.0981,-4.3338
LTE0135,"INERA,Farako-Ba",JS0025,1983,2004,1,NA,eight crop rotations as whole plot factors and nine input levels as split-plot factors,2018,10.1080/00103621003646055,NA,11.0981,-4.3338
LTE0048,"INRA, Merchouch",DK0092,NA,NA,2,11 years,NA,2020,10.1155/2016/6345765,YES,33.5618,-6.689
LTE0136,"INRA, Settat",NN0014.1,1987,1998,1,NA,"Factors investigated were rotation, assigned to the whole plots, tillage applied to the subplots.",2018,10.1002/ldr.464,NA,32.954,-7.625
LTE0136,"INRA, Settat",NN0014.2,1987,1998,1,NA,"Factors investigated were rotation, assigned to the whole plots, tillage applied to the subplots.",2018,10.1016/s0167-1987(00)00180-x,NA,32.954,-7.625
LTE0049,"Irrigation Research Station, Kadawa",LM0082,1981,1985,1,NA,NA,2018,10.1016/0167-1987(86)90331-4,NA,11.647,8.448
LTE0048,Jemaat Shaim,DK0092,NA,NA,2,32 years,NA,2020,10.1155/2016/6345765,YES,32.3563,-8.8319
LTE0013,Juaso,JS0072,1988,1995,3,NA,NA,2018,10.1017/s0014479797000215,NA,6.5883,-1.1214
LTE0050,Kagasa,HK0227,1983,1989,1,NA,NA,2018,10.1080/01448765.1991.9754573,NA,-2.28333,30.21667
LTE0051,Kakamega,LM0165,1901,2006,1,105 years,NA,2018,10.1007/s10021-008-9154-z,NA,0.22889,35.57306
LTE0052,Kalapate,HK0002,2001,2005,2,NA,NA,2018,10.5897/AJAR10.711,NA,13.2069,2.9384
LTE0010,"Kamakoiwa, Bungoma",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,0.78333,34.79175
LTE0010,Kand..Kareti,LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,-0.85,37.06
LTE0010,"Kapenguria, West Pokot",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,1.23944,35.12319
LTE0005,KARI Embu,NN0261,1993,2007,12,"The long-term trials were established in the past 14 decades and aimed at testing different management options for arable crop production such as organic versus mineral inputs, crop rotation, and tillage.","The study was conducted in 12 long-term ?eld trials across the sub-humid to semi-arid tropical zones of Eastern Africa (Embu,Kabete, Impala and Nyabeda in Kenya and Chitala in Malawi) and Western Africa (Tamale in Ghana, Ibadan in Nigeria, Sadore in Niger and Farakoba, Sarias I, II and III in Burkina Faso)",2018,10.1016/j.agee.2010.11.021,NA,-0.5035,37.4578
LTE0059,KARI Embu,LM0176.3,2002,2007,1,NA,different quality residues alone and in combination with N fertilizer,2018,10.1007/s11104-010-0360-z,NA,-0.5035,37.4578
LTE0059,KARI Embu,LM0189,2002,2007,2,NA,different quality residues alone and in combination with N fertilizer,2018,10.2134/agronj2008.0188x,NA,-0.5035,37.4578
LTE0059,KARI Embu,LM0176.1,2002,2007,2,NA,different quality residues alone and in combination with N fertilizer,2018,10.1007/s10705-008-9216-9,NA,-0.5035,37.4578
LTE0261,KARI Mtwapa,LM0168,1982,1987,1,NA,"Treatments were  made of three tree row spacings (2, 4 and 8 m) and 4 within-row spacings  (0.5, 1, 2, and 3 m) combinations, each with five internal replications. Five  replicates of crop-only control plots were also established adjacent to the alley cropped plots",2018,10.1007/bf00115735,NA,-3.9347,39.7398
LTE0138,KARI Mtwapa,LM0171,1982,1986,1,NA,"Treatments were  made of three tree row spacings (2, 4 and 8 m) and 4 within-row spacings  (0.5, 1, 2, and 3 m) combinations, each with five internal replications. Five  replicates of crop-only control plots were also established adjacent to the alley cropped plots",2018,10.1007/bf00129615,NA,-3.9347,39.7398
LTE0139,"KARI, Katumani (ICRAF Machakos)",LM0173,1987,1992,1,NA,The main-plot treatments were the two tree species (leucaena  and senna) and the subplot treatments were the six combinations of the three  tree:crop land occupancy ratios and the two spatial arrangements: hedgerow  intercropping and block planting of tree and crop separately plus the two sole  stands (maize and tree).,2018,10.1007/bf00712078,NA,-1.5824,37.2432
LTE0140,"KARI, Katumani (ICRAF Machakos)",LM0264,1989,1996,1,NA,"(1) continuous sole maize, (2) maize rotated with short-duration legume, cowpea (Vigna unguiculata L. Walp.), (3) maize rotated with long-duration legume, pigeonpea (Cajanus cajan L. Millsp.), (4) maize intercropped with pigeonpea, (5) hedgerow intercropping of maize and a perennial legume, gliricidia (Gliricidia sepium), and (6)continuous sole maize, green-manured with gliricidia prunings",2018,10.1016/s0167-8809(99)00125-5,NA,-1.5824,37.2432
LTE0141,"KARI, Katumani (ICRAF Machakos)",LM0278,1989,1995,1,NA,1. M - F --- sole maize without fertilizer  2. HIg = hedgerow intercropping with clippings of  hedgerows as green manure  3. Him = hedgerow intercropping with ox manure  4. M + F = sole maize with 40 kg N and 18 kg P  ha- ~ every season,2018,10.1016/s0378-4290(97)00067-1,NA,-1.5824,37.2432
LTE0143,"KARI, Katumani (ICRAF Machakos)",LM0213,1991,1997,1,NA,"a sole crop [Cg] treatment, with maize planted in rows 1 m apart, approximately 0.3 m between plants in a row",NA,NA,NA,NA,NA
LTE0143,"KARI, Katumani (ICRAF Machakos)",LM0279,1991,1996,1,NA,"a sole crop [Cg] treatment, with maize planted in rows 1 m apart, approximately 0.3 m between plants in a row",NA,NA,NA,NA,NA
LTE0143,"KARI, Katumani (ICRAF Machakos)",LM0276,1991,1996,1,NA,"a sole crop [Cg] treatment, with maize planted in rows 1 m apart, approximately 0.3 m between plants in a row",NA,NA,NA,NA,NA
LTE0010,"Kavutiri, Embu",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,-0.41528,37.50358
LTE0010,Kerugoya,LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,-0.49944,37.28489
LTE0053,Keur Matar,NJ0074,2004,2013,2,NA,NA,2020,10.1128/AEM.04122-14,NA,14.01535,-15.76023
LTE0010,"Kiamokama, Kiisi",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,-0.82806,34.88444
LTE0054,Kwadaso,JS0087,1950,1980,1,30 years,NA,2018,10.1017/s0014479700025497,NA,7.008,-1.425
LTE0055,Lamego,AN0068,2007,2014,5,NA,NA,2020,10.1017/S1742170515000332,NA,-19.35,34.345
LTE0034,Lamego Ndeja..Lamego Segredo..Madjiga..Malomwe..Mussianharo..Nhamizhinga..Pumbuto,AN0066,2010,2014,2,NA,NA,2020,10.1016/j.agee.2016.02.009,NA,-18.99893,33.86409
LTE0056,Langgewens Experimental Farm,LM0109,2001,2010,1,NA,NA,2018,10.1080/02571862.2012.716457,NA,-33.277,18.704
LTE0022,"Lemu, Balaka",HK0213.3,2006,2011,2,HK0213.3 only in lemu and zindaya but same treatments,"Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,10.1017/s1742170512000257,NA,-14.79,35.02
LTE0022,"Lemu, Balaka",HK0213.4,2006,2011,11,HK0213.3 only in lemu and zindaya but same treatments,"Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,10.1017/s0014479713000306,NA,-14.79,35.02
LTE0022,"Lemu, Balaka",HK0224,2006,2012,8,HK0213.3 only in lemu and zindaya but same treatments,"Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,10.1016/j.fcr.2012.11.010,NA,-14.79,35.02
LTE0057,Leventis Farms,AG0076,NA,NA,1,is this an LTE,NA,2020,10.24057/2071-9388-2018-11-3-111-125,NA,7.61792,4.77267
LTE0008,Leye,JS0401,NA,NA,3,no dates but 50 years,NA,2018,10.1007/s10705-013-9570-0,NA,7.3,38.8
LTE0058,Lilongwe,JS0315,2007,2011,6,NA,NA,2018,0,NA,-13.96,33.78
LTE0022,"Linga, Nkhotakota",HK0213.4,2005,2011,11,NA,"Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,10.1017/s0014479713000306,NA,-12.8,34.2
LTE0022,"Linga, Nkhotakota",HK0224,2007,2012,8,NA,"Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,10.1016/j.fcr.2012.11.010,NA,-12.8,34.2
LTE0059,Machanga,LM0189,2002,2006,2,NA,NA,2018,10.2134/agronj2008.0188x,YES,-0.776,37.66
LTE0059,Machanga,LM0176.1,2002,2007,2,NA,different quality residues alone and in combination with N fertilizer,2018,10.1007/s10705-008-9216-9,NA,-0.776,37.66
LTE0031,"Machang'a, Embu",NJ0136,2002,2013,2,NA,NA,2020,10.1016/j.soilbio.2016.06.027,NA,-0.79078,37.66258
LTE0058,Machinga,JS0315,2007,2011,6,NA,NA,2018,0,NA,-14.93,35.59
LTE0060,Madziwa,HK0314,2005,2012,2,NA,NA,2020,10.1016/j.fcr.2012.08.017,NA,-17,31.43
LTE0061,Mafiga,JS0199,1980,1986,1,NA,NA,2018,10.1016/0378-1127(94)90292-5,NA,-6.83333,37.63333
LTE0062,Magusheni,LM0326,1999,2004,1,NA,NA,2018,10.1080/02571862.2013.777131,NA,-30.85,29.61667
LTE0063,Mahuta village,HK0198,1999,2003,1,NA,NA,2018,10.1017/s0014479708006443,NA,11.18333,7.63333
LTE0064,"Makerere University ARI, Kabanyolo",NN0310,1988,1992,1,NA,NA,2018,10.1007/bf00711210,NA,0.465,32.612
LTE0247,"Makoka ARS, Zomba",HK0261,1991,NA,2,NA,The treatment factors were: (i) production system (sole maize with or without intercropping with Gliricidia sepium),NA,NA,NA,NA,NA
LTE0248,"Makoka ARS, Zomba",NN0241,1991,2002,1,NA,The treatment factors were: (i) production system (sole maize with or without intercropping with Gliricidia sepium),NA,NA,NA,NA,NA
LTE0249,"Makoka ARS, Zomba",NN0246,1991,2004,1,NA,The treatment factors were: (i) production system (sole maize with or without intercropping with Gliricidia sepium),NA,NA,NA,NA,NA
LTE0249,"Makoka ARS, Zomba",NN0247,1991,2006,1,NA,The treatment factors were: (i) production system (sole maize with or without intercropping with Gliricidia sepium),NA,NA,NA,NA,NA
LTE0250,"Makoka ARS, Zomba",HK0209,1991,2003,1,NA,The treatment factors were: (i) production system (sole maize with or without intercropping with Gliricidia sepium),NA,NA,NA,NA,NA
LTE0083,"Makoka ARS, Zomba",HK0202.1,1995,2000,2,NA,"included two tree species, G. sepium (G.) and Sesbania sesban (L.) Merr., intercropped with maize hybrid MH 41, with or without pigeonpea. Sole maize was used as a control.",2018,10.1023/B:,NA,NA,NA
LTE0065,Malende,HK0253,2005,2011,2,NA,NA,2018,10.1016/j.still.2012.09.002,NA,-16.24,27.44
LTE0055,Malomwe,AN0068,2007,2014,5,NA,NA,2020,10.1017/S1742170515000332,NA,-18.108,33.193
LTE0022,"Malula, Balaka",HK0213.4,2004,2011,11,NA,"Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,10.1017/s0014479713000306,NA,-14.96,34.98
LTE0022,"Malula, Balaka",HK0224,2004,2012,8,NA,"Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,10.1016/j.fcr.2012.11.010,NA,-14.96,34.98
LTE0066,Mandae Watershed,EO0066,1960,2010,1,NA,NA,2020,10.1002/ldr.2261,NA,13.96462,38.3935
LTE0067,Manjonjo,JS0355,2002,2011,2,NA,NA,2018,10.1016/j.fcr.2013.03.014,NA,-17.81667,31.55
LTE0010,"Maragoli, Vihiga",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,0.08542,34.72364
LTE0068,Mashitsi Research Station,JS0234,1989,1993,1,NA,NA,2018,10.1007/bf00122885,NA,-3.367,29.85
LTE0069,Mata,HK0235,1971,1980,1,NA,NA,2018,0,NA,-2.5,29.58333
LTE0022,"Matandika, Machinga",HK0213.4,2006,2011,11,NA,"Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,10.1017/s0014479713000306,NA,-15.17,35.28
LTE0022,"Matandika, Machinga",HK0224,2006,2012,8,NA,"Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,10.1016/j.fcr.2012.11.010,NA,-15.17,35.28
LTE0036,Matiza,HK0274,1983,1989,2,NA,NA,2018,10.1081/css-120002752,NA,-18.19,31.54
LTE0145,Matopos RS,HK0263,1975,1981,1,NA,"eight-paddock system with a 5-day period of slay, and a four-paddock system with a 10-day period of stay, were compared with CG",2018,10.1080/02566702.1991.9648285,NA,-20.3889,28.5152
LTE0146,Matopos RS,HK0271,1990,2001,1,NA,"two cattle grazing  treatments (continuous and rotational grazing), replicated twice.",2018,10.5897/AJAR09.334,NA,-20.3889,28.5152
LTE0010,"Mau Summit, Nakuru",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,-0.16,35.69
LTE0071,Melkassa ARC,DK0086,2010,2016,1,NA,NA,2020,10.2134/agronj2017.07.0384,NA,8.4162,39.32347
LTE0072,Middle Silluh Valley- Farmland,AG0020,NA,NA,2,NA,NA,2020,10.1016/j.iswcr.2017.06.005,NA,13.93339,39.53329
LTE0072,Middle Silluh Valley- Hillside,AG0020,NA,NA,2,NA,NA,2020,10.1016/j.iswcr.2017.06.005,NA,13.93339,39.53329
LTE0073,Minchet Catchement,EO0061,1984,2015,1,NA,NA,2020,10.1002/ldr.3109,NA,10.66667,37.51667
LTE0147,Misamfu ARS,HK0242,1984,1990,1,NA,2 alleycropping species and 3 N levels,2018,10.1007/bf00705224,NA,-10.174,31.226
